country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Uganda,uniqueid_1875,Yes,Rural,Yes,5,59,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1876,No,Rural,No,3,37,Male,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1877,Yes,Rural,Yes,12,50,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1878,No,Rural,Yes,4,33,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1879,No,Rural,Yes,12,19,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1880,No,Rural,No,5,51,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_1881,No,Urban,Yes,4,25,Male,Other relative,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1882,Yes,Urban,Yes,1,26,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
Uganda,uniqueid_1883,No,Rural,Yes,6,31,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1884,No,Rural,Yes,5,43,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1885,No,Rural,No,4,20,Male,Head of Household,Married/Living together,No formal education,No Income
Uganda,uniqueid_1886,No,Rural,No,9,39,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1887,No,Rural,Yes,10,50,Female,Spouse,Married/Living together,No formal education,Dont Know/Refuse to answer
Uganda,uniqueid_1888,No,Rural,Yes,11,43,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1889,No,Rural,No,12,21,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1890,No,Urban,Yes,3,44,Female,Head of Household,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,uniqueid_1891,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1892,No,Rural,No,3,60,Female,Other relative,Widowed,Primary education,Other Income
Uganda,uniqueid_1893,No,Urban,Yes,3,20,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1894,No,Urban,Yes,3,24,Female,Spouse,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1895,No,Urban,No,4,19,Male,Other relative,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1896,No,Urban,Yes,6,49,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1897,No,Rural,No,5,53,Female,Head of Household,Widowed,No formal education,No Income
Uganda,uniqueid_1898,No,Rural,Yes,6,60,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1899,No,Rural,No,12,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1900,No,Rural,No,13,55,Female,Head of Household,Widowed,No formal education,Other Income
Uganda,uniqueid_1901,No,Rural,No,7,35,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1902,Yes,Rural,Yes,3,23,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1903,No,Rural,Yes,4,20,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1904,No,Rural,No,7,21,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1905,Yes,Urban,Yes,1,24,Female,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1906,No,Rural,Yes,9,54,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1907,No,Rural,Yes,3,19,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1908,No,Rural,Yes,1,22,Male,Head of Household,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1909,Yes,Rural,Yes,3,26,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1910,No,Rural,No,4,25,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1911,No,Urban,Yes,3,21,Female,Other relative,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1912,No,Rural,No,5,30,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1913,No,Rural,Yes,5,34,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1914,No,Rural,No,10,16,Female,Parent,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1915,No,Rural,Yes,7,25,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1916,No,Rural,No,5,50,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
Uganda,uniqueid_1917,No,Rural,No,2,25,Female,Head of Household,Married/Living together,Primary education,No Income
Uganda,uniqueid_1918,No,Rural,Yes,5,65,Female,Parent,Widowed,Primary education,Self employed
Uganda,uniqueid_1919,No,Rural,Yes,8,23,Female,Spouse,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1920,No,Rural,No,6,27,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1921,No,Urban,Yes,2,23,Female,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1922,No,Rural,No,6,24,Female,Spouse,Married/Living together,Primary education,No Income
Uganda,uniqueid_1923,No,Urban,Yes,2,19,Male,Other relative,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1924,No,Urban,No,3,16,Male,Parent,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1925,No,Rural,No,8,35,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1926,No,Rural,No,2,21,Female,Head of Household,Divorced/Seperated,Secondary education,Self employed
Uganda,uniqueid_1927,No,Rural,Yes,2,32,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1928,No,Rural,Yes,6,16,Female,Other relative,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1929,Yes,Rural,Yes,5,36,Female,Head of Household,Widowed,Primary education,No Income
Uganda,uniqueid_1930,No,Rural,Yes,3,86,Male,Head of Household,Divorced/Seperated,No formal education,No Income
Uganda,uniqueid_1931,No,Urban,Yes,2,21,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1932,No,Rural,Yes,7,65,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1933,No,Rural,No,6,39,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1934,No,Rural,Yes,7,50,Female,Other relative,Divorced/Seperated,Primary education,Other Income
Uganda,uniqueid_1935,No,Urban,Yes,4,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1936,Yes,Rural,Yes,10,50,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1937,No,Rural,Yes,8,60,Female,Spouse,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1938,No,Urban,No,4,52,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1939,No,Rural,No,4,50,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1940,Yes,Urban,No,7,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1941,No,Rural,Yes,1,18,Female,Head of Household,Single/Never Married,Primary education,Other Income
Uganda,uniqueid_1943,No,Rural,Yes,4,35,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,uniqueid_1944,No,Rural,Yes,7,40,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1945,No,Rural,Yes,7,60,Female,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1946,No,Rural,Yes,6,30,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1947,No,Rural,Yes,3,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1949,No,Rural,Yes,6,24,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1950,No,Rural,No,4,18,Male,Parent,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1951,No,Rural,Yes,15,35,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1952,No,Rural,Yes,5,48,Female,Spouse,Married/Living together,Secondary education,Dont Know/Refuse to answer
Uganda,uniqueid_1953,No,Urban,Yes,8,29,Female,Head of Household,Married/Living together,Secondary education,Other Income
Uganda,uniqueid_1954,No,Rural,Yes,2,28,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1955,No,Rural,Yes,6,27,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1956,No,Rural,No,2,34,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1957,No,Rural,No,11,40,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1959,No,Rural,Yes,2,82,Male,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_1960,No,Rural,No,5,34,Female,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1961,No,Rural,Yes,2,32,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1962,No,Urban,Yes,3,20,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1963,No,Rural,No,1,43,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_1964,No,Urban,Yes,7,18,Female,Parent,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1965,No,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1966,No,Urban,Yes,8,61,Female,Head of Household,Widowed,No formal education,Self employed
Uganda,uniqueid_1967,No,Rural,No,3,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1968,No,Rural,Yes,3,18,Female,Other non-relatives,Single/Never Married,Vocational/Specialised training,Formally employed Private
Uganda,uniqueid_1969,No,Rural,No,8,31,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1970,No,Rural,No,5,17,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_1971,No,Rural,No,4,23,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1972,No,Rural,Yes,8,25,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1973,No,Rural,No,1,57,Female,Head of Household,Widowed,Primary education,Other Income
Uganda,uniqueid_1974,No,Urban,No,5,26,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1975,No,Rural,No,3,21,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1976,No,Rural,No,2,85,Female,Head of Household,Divorced/Seperated,No formal education,Other Income
Uganda,uniqueid_1977,No,Rural,No,3,27,Male,Parent,Divorced/Seperated,Primary education,No Income
Uganda,uniqueid_1978,No,Rural,No,7,48,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1979,No,Rural,Yes,5,79,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1980,No,Urban,Yes,2,25,Female,Head of Household,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_1981,No,Rural,No,2,19,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1982,No,Rural,Yes,3,25,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1983,No,Rural,Yes,1,18,Male,Head of Household,Single/Never Married,No formal education,No Income
Uganda,uniqueid_1984,No,Rural,Yes,3,22,Male,Head of Household,Married/Living together,Secondary education,Self employed
Uganda,uniqueid_1985,No,Urban,No,2,25,Female,Head of Household,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1986,No,Rural,Yes,4,29,Male,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1987,No,Rural,Yes,3,20,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1988,No,Rural,Yes,6,26,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1989,No,Rural,Yes,4,37,Male,Head of Household,Married/Living together,No formal education,Other Income
Uganda,uniqueid_1990,No,Rural,No,3,28,Male,Head of Household,Married/Living together,No formal education,No Income
Uganda,uniqueid_1991,No,Rural,Yes,3,19,Male,Parent,Single/Never Married,Primary education,Self employed
Uganda,uniqueid_1992,No,Rural,No,4,24,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1993,No,Rural,No,3,41,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_1994,No,Rural,No,5,90,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_1995,No,Rural,No,4,28,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_1996,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Secondary education,No Income
Uganda,uniqueid_1997,No,Rural,No,4,23,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_1998,No,Urban,Yes,3,23,Male,Other non-relatives,Single/Never Married,Secondary education,Formally employed Private
Uganda,uniqueid_1999,No,Rural,Yes,7,29,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2000,No,Urban,Yes,4,22,Female,Parent,Single/Never Married,Secondary education,No Income
Uganda,uniqueid_2001,No,Rural,Yes,7,46,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2002,No,Urban,Yes,1,50,Female,Head of Household,Married/Living together,Primary education,Other Income
Uganda,uniqueid_2003,No,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Uganda,uniqueid_2004,No,Rural,No,1,43,Female,Head of Household,Widowed,No formal education,No Income
Uganda,uniqueid_2005,No,Urban,No,4,16,Female,Parent,Single/Never Married,Primary education,No Income
Uganda,uniqueid_2006,No,Rural,No,4,80,Female,Head of Household,Widowed,Primary education,Self employed
Uganda,uniqueid_2007,No,Urban,Yes,13,19,Male,Parent,Single/Never Married,Secondary education,Self employed
Uganda,uniqueid_2008,No,Urban,Yes,4,20,Female,Spouse,Married/Living together,Primary education,Other Income
Uganda,uniqueid_2009,No,Rural,Yes,7,28,Female,Spouse,Married/Living together,No formal education,Self employed
Uganda,uniqueid_2010,No,Urban,Yes,5,16,Male,Other non-relatives,Single/Never Married,Secondary education,Other Income
Uganda,uniqueid_2011,No,Rural,Yes,4,39,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
Uganda,uniqueid_2012,No,Rural,Yes,4,60,Male,Head of Household,Married/Living together,No formal education,Self employed
Uganda,uniqueid_2013,No,Rural,Yes,7,35,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2014,No,Rural,Yes,6,59,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2015,No,Rural,No,3,24,Female,Spouse,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2016,No,Rural,Yes,3,24,Male,Head of Household,Married/Living together,Primary education,Self employed
Uganda,uniqueid_2017,No,Rural,Yes,9,31,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Uganda,uniqueid_2018,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Primary education,Self employed
